n09256479,n03598930,n04332243,n01917289,n03991062
n04554684,n04005630,n04344873,n04590129,n03899768
n01514668,n01514859,n02098413,n02097658,n03998194
n02093256,n02100583,n02087394,n02097130,n02099267
n03476684,n07836838,n01943899,n07579787,n07614500
n04200800,n02108915,n02108089,n03887697,n15075141
n03095699,n03673027,n04347754,n03344393,n09399592
n04589890,n03347037,n02231487,n04590129,n04275548
n03482405,n02804414,n04517823,n02111500,n04332243
n02808304,n03938244,n03980874,n04525038,n04599235
n04344873,n03100240,n03982430,n03670208,n03014705
n04200800,n04264628,n03255030,n03032252,n02790996
n04235860,n02869837,n04584207,n03125729,n03045698
n03877845,n03933933,n03388043,n03028079,n02708093
n03218198,n02109961,n02110185,n02105412,n02110063
n02123045,n02454379,n04200800,n01770393,n02097298
n03000684,n03584829,n03908714,n02951585,n04493381
n02088094,n02102318,n04584207,n02088466,n02102480
n03775546,n03733805,n04442312,n03127747,n03134739
n04443257,n04200800,n04259630,n04120489,n03179701
n06785654,n04493381,n02093647,n15075141,n02097047
n02808440,n02808304,n04033995,n03938244,n02992529
n02916936,n02769748,n02895154,n03623198,n03527444
n06596364,n03661043,n02871525,n02870880,n03089624
n02708093,n03196217,n04442312,n03938244,n04423845
n04065272,n03776460,n02701002,n03977966,n02979186
n04423845,n03729826,n03063599,n03876231,n01784675
n03393912,n04604644,n03457902,n03899768,n03891251
n03899768,n04485082,n04344873,n04442312,n04258138
n03937543,n04376876,n03476991,n03843555,n04562935
n04509417,n02807133,n04482393,n03930313,n02777292
n02110185,n02109961,n02110063,n03938244,n02111889
n10565667,n04251144,n09256479,n04589890,n04039381
n03938244,n02869837,n04599235,n02804414,n02963159
n02102318,n02113712,n02102480,n02102177,n02113624
n03938244,n02454379,n03220513,n03127747,n01917289
n02841315,n04069434,n04479046,n03584254,n04317175
n02319095,n01914609,n12985857,n02105505,n02098286
n03666591,n03729826,n04456115,n04442312,n04589890
n04235860,n03908618,n02640242,n03584829,n04517823
n03929855,n02817516,n04192698,n03814906,n04398044
n04266014,n04486054,n04509417,n03781244,n02699494
n04589890,n04209239,n01776313,n04153751,n03530642
n04209239,n02869837,n03942813,n03125729,n03657121
n03814639,n02916936,n03141823,n03887697,n03763968
n01514859,n01514668,n01807496,n01440764,n03775546
n01784675,n02233338,n01990800,n02229544,n01770081
n04023962,n04049303,n03623198,n04517823,n04553703
n04418357,n03347037,n04286575,n04589890,n04209239
n01695060,n04399382,n02454379,n04254680,n03938244
n03871628,n04116512,n03063599,n03938244,n02783161
n03742115,n03887697,n04070727,n03938244,n04554684
n03742115,n03476991,n03690938,n03937543,n04591713
n03482405,n03131574,n04204347,n01440764,n03776460
n01773797,n01773549,n04275548,n01775062,n01773157
n04376876,n03388183,n02783161,n03777754,n04009552
n03792782,n04509417,n02835271,n04482393,n03785016
n02980441,n04435653,n03938244,n02825657,n03804744
n04120489,n03207941,n04259630,n03938244,n03394916
n03598930,n13052670,n03223299,n04200800,n03124170
n03498962,n03041632,n04200800,n02843684,n03481172
n04033995,n02127052,n02808304,n03938244,n04209239
n03089624,n02776631,n02666196,n04200800,n04523525
n01798484,n03000247,n03485794,n03938244,n02317335
n03110669,n04487394,n03394916,n04517823,n04442312
n03291819,n04116512,n04476259,n02834397,n02730930
n03854065,n04127249,n04501370,n07248320,n03481172
n03063689,n03950228,n04560804,n04398044,n07930864
n04548280,n02708093,n02794156,n01440764,n03775071
n02219486,n07697313,n12620546,n02206856,n12267677
n03887697,n07615774,n04040759,n04235860,n04501370
n04392985,n03529860,n03761084,n04404412,n04004767
n04041544,n03691459,n04265275,n04392985,n02979186
n01693334,n01682714,n01694178,n01687978,n01677366
n04033995,n10148035,n02504013,n02860847,n02667093
n02480855,n02481823,n03724870,n02480495,n04423845
n03424325,n03255030,n04033995,n06785654,n02883205
n01531178,n02489166,n04589890,n01532829,n01537544
n03724870,n04317175,n06785654,n03424325,n04536866
n03666591,n03729826,n04589890,n03347037,n02948072
n02795169,n04049303,n02808304,n02971356,n02909870
n04399382,n03938244,n04423845,n04462240,n04026417
n02840245,n03291819,n03887697,n04209239,n07248320
n03938244,n03291819,n03485794,n03908618,n15075141
n01695060,n01728572,n02454379,n01742172,n01689811
n02110063,n02110185,n02109961,n02111500,n02111889
n04380533,n01601694,n04259630,n04074963,n02098286
n03763968,n04090263,n03970156,n03814639,n04479046
n02776631,n03461385,n07860988,n02927161,n03089624
n03187595,n01440764,n03775546,n03776460,n03777568
n02454379,n01917289,n03000247,n03134739,n01695060
n04483307,n02981792,n03933933,n04147183,n04366367
n01986214,n01943899,n02643566,n01985128,n01990800
n02111500,n04399382,n04099969,n02111889,n02104029
n04485082,n03759954,n03255030,n04254120,n04153751
n02804414,n02963159,n02808304,n04325704,n03188531
n03384352,n03902125,n04099969,n03467068,n03425413
n02107574,n02108000,n02107908,n02089867,n02110806
n03871628,n07880968,n02927161,n03938244,n07695742
n04004767,n03924679,n04554684,n04141975,n02977058
n03938244,n03220513,n02910353,n07714571,n02317335
n04367480,n02105056,n02099267,n01917289,n02807133
n02966687,n03478589,n03733281,n03590841,n04033995
n07718472,n04548362,n07716358,n07720875,n02783161
n01558993,n04589890,n01530575,n01531178,n01806567
n04026417,n04133789,n02834397,n03908618,n03482405
n03887697,n03938244,n03958227,n02916936,n03908618
n02071294,n02077923,n04200800,n04509417,n02104365
n02814860,n02980441,n03781244,n04258138,n03733281
n03935335,n03980874,n03938244,n03840681,n03887697
n03271574,n02791270,n04404412,n04356056,n03814639
n02007558,n04507155,n03938244,n02012849,n01968897
n03146219,n03938244,n02799071,n03871628,n02895154
n02128385,n02128925,n02128757,n02130308,n02124075
n02391049,n02910353,n03347037,n02892201,n02129604
n04517823,n03584254,n03793489,n03584829,n04141975
n03977966,n03769881,n03796401,n04487081,n02701002
n02102318,n02100877,n02102480,n02102973,n04584207
n03388043,n09288635,n03874293,n03877845,n03776460
n03063689,n04398044,n04560804,n04522168,n04579145
n03291819,n03485794,n03871628,n04004767,n02783161
n03131574,n02971356,n03729826,n03871628,n03637318
n01669191,n01667114,n01667778,n03598930,n01944390
n02120079,n02114855,n02120505,n02119789,n02114548
n02279972,n02169497,n02233338,n02168699,n03938244
n02033041,n01943899,n02027492,n04423845,n01968897
n02086910,n02085620,n02112018,n07930864,n03938244
n01693334,n04589890,n01729977,n01749939,n01689811
n02971356,n03014705,n03337140,n03016953,n04004767
n07880968,n07579787,n07693725,n07711569,n07734744
n02492660,n02219486,n02177972,n02488702,n02236044
n02442845,n02441942,n02444819,n02443114,n01945685
n02917067,n04554684,n04553703,n04336792,n03761084
n03733281,n01440764,n03775546,n03776460,n03777568
n07920052,n03063599,n07930864,n03775546,n04263257
n02504458,n02980441,n04399382,n03804744,n02504013
n02105056,n02097130,n02111277,n03887697,n02480855
n02123394,n02123045,n02123159,n02112706,n02124075
n15075141,n03938244,n04033995,n07930864,n03887697
n02992211,n04536866,n03970156,n04380533,n02676566
n03424325,n02769748,n03868863,n04517823,n04026417
n03942813,n03777754,n03761084,n04041544,n03207941
n04399382,n04599235,n02834397,n03938244,n04462240
n04417672,n04523525,n04435653,n03874599,n03000134
n01828970,n01532829,n01833805,n01531178,n01560419
n03028079,n04486054,n04523525,n03781244,n03854065
n03598930,n02123045,n01917289,n03938244,n02325366
n02487347,n02114712,n02493793,n02488291,n02504458
n03028079,n03781244,n03877845,n04523525,n03220513
n02085620,n02087046,n02108915,n02091032,n02113978
n04517823,n04442312,n03938244,n03602883,n03063599
n01984695,n01985128,n01983481,n02226429,n01677366
n04033995,n03938244,n03887697,n03598930,n04209239
n03938244,n03131574,n03125729,n03476684,n02834397
n03271574,n03791053,n03785016,n03127747,n03759954
n04589890,n04254680,n03000134,n01677366,n04120489
n07730033,n07718747,n02319095,n02206856,n01914609
n04259630,n01729322,n04548280,n04355338,n01675722
n02105056,n02111277,n02104365,n02099267,n02113799
n04039381,n02802426,n04409515,n09835506,n03623198
n02835271,n04482393,n04120489,n03208938,n04423845
n02787622,n02676566,n03272010,n03720891,n03372029
n04591157,n03291819,n03938244,n02883205,n03041632
n04026417,n03938244,n03598930,n04399382,n04404412
n04044716,n04366367,n03271574,n03933933,n03961711
n04074963,n02977058,n03187595,n03902125,n02992529
n03938244,n03980874,n03000247,n04325704,n03207743
n04517823,n03777754,n03602883,n03759954,n04141975
n02112018,n02123394,n02086910,n02112350,n03942813
n04584207,n02834397,n04325704,n03793489,n02892767
n04548362,n03291819,n03871628,n03938244,n02909870
n04209133,n01440764,n03775546,n03776460,n03777568
n02106662,n02105162,n02115641,n02091467,n02113186
n01945685,n04423845,n07734744,n03065424,n01740131
n03983396,n03062245,n07932039,n04557648,n04023962
n02910353,n03709823,n04127249,n04548362,n04141327
n04548362,n04026417,n03908618,n02910353,n03291819
n03337140,n04004767,n03924679,n03832673,n02977058
n04311174,n01440764,n03775071,n03775546,n03776460
n02510455,n03938244,n04254680,n04399382,n02364673
n03759954,n02791270,n03476991,n03271574,n01943899
n03483316,n03742115,n04209239,n04350905,n04548280
n03141823,n04367480,n02906734,n04154565,n02966687
n03793489,n04033995,n03938244,n04004767,n04074963
n03461385,n01917289,n04367480,n02319095,n07718747
n01797886,n01514859,n01807496,n04423845,n01532829
n01734418,n02317335,n04133789,n07745940,n03476684
n03935335,n03803284,n07930864,n03476684,n02086910
n03938244,n04033995,n03379051,n03141823,n03623198
n04258138,n04044716,n04548280,n03777754,n03793489
n03476684,n04026417,n04599235,n04254120,n04399382
n07930864,n03666591,n04328186,n03379051,n04086273
n04423845,n01944390,n03720891,n04597913,n02319095
n03938244,n07930864,n03775546,n03124170,n04398044
n02514041,n01440764,n02641379,n02640242,n02536864
n02111500,n02804414,n02963159,n02088094,n03125729
n02783161,n03388183,n04116512,n03804744,n04033901
n02095889,n02105641,n02098105,n04399382,n02098286
n06596364,n04476259,n03063599,n02776631,n03124170
n07920052,n07930864,n04476259,n07584110,n03063599
n03942813,n03982430,n04501370,n04479046,n03141823
n02667093,n01440764,n03775071,n03775546,n03776460
n04554684,n03933933,n04049303,n02795169,n04005630
n03000134,n04423845,n04589890,n04044716,n04380533
n03876231,n03908618,n04116512,n04423845,n03908714
n04367480,n02490219,n02869837,n02124075,n02123159
n07875152,n07711569,n07753275,n04476259,n03400231
n02099601,n02099712,n04409515,n02100877,n02104029
n01770393,n02229544,n02233338,n01985128,n01632777
n02099429,n02099267,n02097130,n02099712,n02093256
n02794156,n03706229,n02708093,n04548280,n04328186
n03992509,n02909870,n04141975,n04597913,n07860988
n03141823,n04479046,n04367480,n04350905,n04456115
n03109150,n04328186,n03657121,n04069434,n04589890
n04005630,n04522168,n04589890,n04070727,n04201297
n02992529,n04074963,n03476991,n04525305,n03690938
n03598930,n03000247,n04325704,n04033995,n01871265
n03796401,n02701002,n03417042,n04467665,n03977966
n04356056,n02233338,n03424325,n03814906,n03724870
n04141327,n03658185,n02951585,n02879718,n04004767
n07697537,n01985128,n03724870,n04200800,n07684084
n02910353,n03876231,n03908714,n03388183,n04328186
n02871525,n03661043,n02870880,n06785654,n03085013
n04254680,n03445777,n03127747,n03255030,n04540053
n04019541,n04192698,n03929660,n07747607,n07836838
n01943899,n03938244,n03775546,n07930864,n03133878
n02342885,n01817953,n02364673,n03871628,n02441942
n04033995,n04037443,n04517823,n03131574,n03075370
n02098286,n02090622,n04200800,n02124075,n02097298
n03124170,n02085620,n04259630,n04162706,n02092339
n04458633,n03976657,n02910353,n04153751,n03594734
n04525305,n02977058,n03902125,n03887697,n04200800
n03666591,n04154565,n04423845,n04074963,n03908714
n02699494,n03028079,n03854065,n03781244,n04523525
n03680355,n04133789,n03041632,n04141975,n04141327
n01768244,n04325704,n04254777,n01990800,n02963159
n02480495,n02489166,n02492035,n03131574,n03188531
n03109150,n02951585,n03658185,n04162706,n04141327
n02342885,n03775546,n03938244,n02834397,n03131574
n02776631,n03461385,n02927161,n04596742,n07693725
n07930864,n03938244,n03871628,n03063599,n04259630
n03742115,n03761084,n04550184,n03018349,n04553703
n04525305,n02977058,n01440764,n03775071,n03775546
n01824575,n01560419,n03804744,n03498962,n03041632
n03124170,n03788365,n02231487,n03598930,n04517823
n02108915,n02085620,n02115641,n02395406,n02087046
n03938244,n04033995,n02977058,n04070727,n02788148
n04335435,n04487081,n03272562,n03832673,n03775546
n02098286,n02085936,n03935335,n02097658,n02086240
n02782093,n02692877,n03220513,n03720891,n03888257
n03095699,n03673027,n03216828,n01440764,n03776460
n03127925,n02971356,n03014705,n04548362,n03131574
n03042490,n03788365,n04033995,n09468604,n03598930
n07718472,n07718747,n07716358,n07717410,n07714571
n03417042,n04467665,n03796401,n04065272,n03776460
n07734744,n13054560,n12998815,n13052670,n13044778
n02113023,n02085620,n02110185,n03598930,n02105412
n07742313,n12267677,n01943899,n04286575,n02948072
n04296562,n04418357,n02871525,n07248320,n03032252
n03445777,n03720891,n07714571,n03134739,n07860988
n01917289,n02105412,n01440764,n02441942,n02105162
n03938244,n01806143,n02834397,n03980874,n03598930
n04344873,n04033995,n03938244,n03201208,n03388549
n02025239,n01530575,n01807496,n02027492,n02033041
n03930313,n04049303,n03899768,n04604644,n02795169
n02641379,n03938244,n06785654,n02536864,n03141823
n03388183,n02783161,n03804744,n03291819,n04116512
n07745940,n07749582,n03887697,n07720875,n07753275
n02097658,n02096294,n02098286,n02094114,n02094433
n07930864,n03063599,n03063689,n04560804,n02951585
n03461385,n03089624,n02776631,n04462240,n04507155
n03598930,n04033995,n02444819,n02699494,n02443114
n02791124,n02791270,n04005630,n04553703,n04081281
n02177972,n02168699,n02172182,n02169497,n02167151
n03476684,n02783161,n03532672,n02865351,n04026417
n03887697,n03782006,n04033995,n15075141,n07742313
n07930864,n15075141,n02909870,n03733805,n03950228
n02113799,n02100877,n02099267,n02099429,n02102973
n01694178,n01675722,n01689811,n01682714,n01641577
n03065424,n02788148,n03271574,n04517823,n04560804
n01622779,n02124075,n02123045,n03938244,n02108422
n01807496,n03598930,n01532829,n02027492,n04141327
n03271574,n03527444,n03602883,n02841315,n02910353
n03494278,n03584829,n02841315,n04404412,n09835506
n02814533,n03770679,n03100240,n02974003,n03459775
n02229544,n02226429,n02236044,n02256656,n02177972
n07711569,n07753275,n12144580,n07715103,n07579787
n03840681,n04074963,n04141975,n03724870,n03476684
n02256656,n04589890,n02233338,n02190166,n02259212
n03871628,n03476684,n03938244,n03761084,n02256656
n12267677,n02607072,n01914609,n03598930,n09256479
n04589890,n01689811,n03000134,n01687978,n01685808
n03950228,n04398044,n03063689,n04552348,n04376876
n04592741,n04589890,n03938244,n04152593,n04404412
n03476684,n07720875,n03938244,n03814906,n04153751
n04599235,n03887697,n04591157,n04325704,n03908618
n02277742,n02226429,n03938244,n03840681,n04372370
n03598930,n03216828,n04606251,n03673027,n03804744
n03938244,n02834397,n04589890,n03742115,n03871628
n02794156,n03706229,n04328186,n04141975,n03197337
n02093428,n02092339,n02093256,n02085620,n02108915
n03899768,n03131574,n02788148,n04004767,n04344873
n04476259,n03938244,n02776631,n04493381,n03920288
n07718472,n03584829,n03814639,n04120489,n03938244
n03992509,n03065424,n04523525,n03786901,n02999410
n02091467,n02112350,n02105162,n02096177,n02111129
n02883205,n03476684,n04376876,n02909870,n10148035
n02825657,n03017168,n02939185,n04590129,n04553703
n02917067,n03670208,n02930766,n03895866,n04009552
n01669191,n01667778,n01665541,n01667114,n01664065
n04423845,n03938244,n01820546,n07248320,n01688243
n03598930,n03485794,n04476259,n04548280,n04209239
n04350905,n02804610,n03372029,n04591157,n02231487
n03602883,n02979186,n04074963,n04041544,n04069434
n03657121,n03666591,n04074963,n04069434,n03085013
n09256479,n03000134,n02317335,n01693334,n01677366
n04589890,n04332243,n03000247,n03000134,n03347037
n03485794,n04590129,n04589890,n03032252,n03733281
n02090379,n02100583,n02099712,n02087394,n02099601
n03670208,n01440764,n03775546,n03776460,n03777568
n04501370,n04141975,n02977058,n03630383,n04532106
n04584207,n01820546,n03476991,n02804610,n03372029
n03063689,n04542943,n04398044,n04442312,n03297495
n02486410,n02484975,n02483362,n04399382,n02487347
n04562935,n03759954,n03887697,n02841315,n03956157
n03160309,n04355338,n03804744,n01689811,n01677366
n02099429,n02113799,n02102973,n02105056,n02111277
n04111531,n03255030,n02776631,n01990800,n04200800
n01728920,n01728572,n01734418,n01729322,n01729977
n04153751,n03476684,n04033901,n03250847,n03804744
n02113712,n02093859,n02102973,n02099429,n02113624
n01770393,n01784675,n02233338,n01985128,n02892201
n04266014,n04479046,n03424325,n04347754,n04296562
n01558993,n01817953,n02017213,n01532829,n01820546
n03483316,n03995372,n04153751,n03527444,n02895154
n01742172,n03627232,n02317335,n01734418,n04325704
n02480855,n03938244,n02492660,n02493509,n02112018
n04517823,n04209239,n02879718,n04325704,n03584829
n01768244,n03938244,n03724870,n03595614,n03291819
n03908714,n02978881,n02910353,n04372370,n02979186
n01819313,n02006656,n01944390,n02009912,n02219486
n02088364,n02089867,n02088632,n02107574,n02088238
n03026506,n03938244,n02834397,n03063599,n03637318
n01558993,n01806567,n01560419,n01532829,n01833805
n04599235,n03980874,n03000247,n04325704,n02963159
n03775546,n04263257,n04522168,n07930864,n02948072
n01978455,n01770393,n02177972,n01980166,n01978287
n04606251,n03598930,n01943899,n02980441,n03216828
n02895154,n03938244,n03763968,n03000247,n02667093
n04200800,n04235860,n04517823,n04336792,n02977058
n07716358,n02236044,n12144580,n01944390,n01945685
n04251144,n03814639,n10565667,n02807133,n04356056
n02102040,n02102318,n02102177,n02102480,n02092339
n03788365,n03534580,n03938244,n04033995,n02804414
n03887697,n13040303,n07583066,n03938244,n04033995
n02328150,n02091467,n02110185,n02112350,n02111889
n03598930,n02123045,n04033995,n02124075,n03887697
n07802026,n02980441,n02808304,n03733281,n03207743
n01532829,n01531178,n01440764,n03775546,n03776460
n03938244,n04033995,n04344873,n04209239,n02883205
n03938244,n02988304,n02910353,n04004767,n02916936
n02708093,n03942813,n04548280,n03691459,n04590129
n01737021,n01744401,n01806143,n02454379,n02346627
n03970156,n03498962,n04040759,n02879718,n03347037
n02108000,n02107142,n02107574,n02106550,n02107908
n03661043,n02871525,n02870880,n03290653,n04201297
n02606052,n09256479,n02807133,n03938244,n03942813
n03982430,n04493381,n03942813,n02808440,n03602883
n03530642,n07753275,n02727426,n03207743,n03223299
n04254120,n03937543,n03942813,n04423845,n07930864
n03000134,n02999410,n01871265,n03956157,n02098286
n04479046,n04200800,n03124043,n02910353,n04597913
n03770679,n02814533,n03670208,n02701002,n03977966
n04505470,n04264628,n03187595,n03775546,n03776460
n03598930,n03404251,n03045698,n03141823,n04599235
n04517823,n04399382,n04254680,n02172182,n04133789
n03793489,n02979186,n04265275,n04120489,n03127747
n02099601,n02091635,n02099712,n02093991,n02095314
n01630670,n01770393,n02168699,n01632458,n02256656
n04120489,n03950228,n02979186,n03938244,n02910353
n01443537,n02834397,n04209239,n04116512,n07579787
n04033995,n04344873,n04209239,n02971356,n03788365
n03980874,n03866082,n03485794,n03534580,n03637318
n01833805,n01560419,n03775071,n03775546,n03776460
n02910353,n04548362,n03527444,n03938244,n07695742
n03998194,n04033995,n03958227,n03871628,n03887697
n09256479,n03485794,n02808304,n04209239,n04599235
n02930766,n02814533,n04146614,n04037443,n03100240
n02791270,n03776460,n03899768,n02790996,n03255030
n06596364,n07248320,n03871628,n03598930,n03775546
n06785654,n04033995,n12267677,n03188531,n03131574
n03196217,n03938244,n03476991,n04548280,n02883205
n03770679,n03977966,n02701002,n03796401,n02930766
n04483307,n02981792,n04147183,n03956157,n04347754
n02526121,n09256479,n02655020,n01498041,n02321529
n04599235,n07734744,n07831146,n03887697,n01943899
n02111500,n02111889,n02113624,n02099601,n02099712
n03443371,n07930864,n07892512,n07613480,n03062245
n07716906,n07749582,n07747607,n07716358,n07753113
n01980166,n02910353,n02892201,n04192698,n01978455
n02058221,n09399592,n09246464,n02071294,n03710721
n02167151,n02233338,n02177972,n02165105,n02169497
n02916936,n04162706,n04350905,n04235860,n04026417
n03127925,n02971356,n02871525,n02808304,n07248320
n02190166,n02168699,n02165105,n02167151,n02229544
n03393912,n03895866,n03272562,n04065272,n02917067
n02097130,n02097298,n03000247,n03291819,n03272010
n03063689,n03297495,n07930864,n04398044,n03950228
n02086240,n02085936,n02098413,n02086079,n02123394
n03733281,n03717622,n02971356,n07930864,n03938244
n02095314,n02093647,n02113799,n02093859,n02095570
n01843383,n03793489,n02607072,n04517823,n09256479
n02107312,n02087046,n02113978,n02110806,n02085620
n04548280,n03041632,n02971356,n03729826,n02776631
n02281406,n02268853,n02280649,n02268443,n02281787
n02105641,n02085936,n02097474,n02098286,n02098413
n03075370,n04125021,n04041544,n04069434,n04332243
n02883205,n04591157,n03291819,n04350905,n03871628
n01843383,n01582220,n04398044,n01829413,n01833805
n02100583,n02087394,n02099849,n02099712,n02125311
n02112137,n02112018,n01440764,n03775546,n03776460
n07684084,n02776631,n07875152,n04111531,n03590841
n03095699,n03126707,n02971356,n03393912,n03032252
n02454379,n01704323,n01944390,n03938244,n04399382
n10565667,n15075141,n03814639,n03938244,n04554684
n03857828,n03876231,n04154565,n04517823,n03498962
n02229544,n04589890,n02226429,n02177972,n02259212
n02128757,n03404251,n02124075,n02125311,n02123159
n03344393,n03216828,n03874293,n03447447,n04347754
n03814906,n01770393,n01768244,n04423845,n03627232
n04004767,n03924679,n04074963,n04442312,n03937543
n01944390,n01943899,n12998815,n13054560,n01914609
n02088364,n02113023,n02088238,n02108089,n02113186
n02100583,n02092339,n02093991,n02109047,n02087394
n02672831,n04040759,n04392985,n02667093,n04458633
n02807133,n02799071,n03000247,n04332243,n03724870
n04204347,n03376595,n04204238,n03347037,n04099969
n04070727,n04442312,n03761084,n03887697,n04522168
n04483307,n02981792,n04493381,n03584829,n03899768
n03709823,n04026417,n02769748,n03938244,n03908618
n04589890,n02268443,n02206856,n04118776,n02992529
n01537544,n01833805,n03775071,n03775546,n03776460
n02190166,n02865351,n01776313,n02268443,n02264363
n03950228,n04560804,n04398044,n03063689,n07930864
n02441942,n02492035,n02493509,n02487347,n02484975
n02804414,n03125729,n03131574,n03141823,n01440764
n02113799,n02099429,n02099267,n02093859,n02111277
n03938244,n04162706,n04033995,n02963159,n04325704
n03721384,n04392985,n03255030,n04554684,n02979186
n01917289,n09256479,n01914609,n01968897,n02808304
n03832673,n03642806,n04152593,n03782006,n04004767
n04596742,n04270147,n04597913,n02909870,n04263257
n03483316,n03868863,n04584207,n04479046,n06785654
n02110806,n02088364,n02085620,n02086910,n02110185
n02497673,n02500267,n02486261,n02484975,n02085620
n01968897,n01917289,n06785654,n04141975,n02643566
n02097209,n02097130,n02090721,n02088094,n02095570
n02167151,n02165105,n02190166,n01770393,n02233338
n02814533,n02930766,n02988304,n03770679,n03100240
n02514041,n02641379,n01440764,n02640242,n02536864
n03938244,n04033995,n03788195,n03887697,n03598930
n02412080,n02395406,n02408429,n02396427,n02403003
n03991062,n02797295,n03457902,n03938244,n04522168
n04501370,n04311174,n03721384,n02791270,n03461385
n01990800,n02177972,n01944390,n02454379,n02233338
n02804610,n03759954,n03724870,n04591157,n03838899
n03938244,n04033995,n03476991,n03724870,n03887697
n03461385,n13040303,n03998194,n03938244,n03804744
n07930864,n03443371,n03637318,n04522168,n02823750
n04423845,n02786058,n03623198,n04254777,n03690938
n02120079,n02412080,n02093647,n02104029,n02113799
n01806143,n03065424,n03207941,n03733281,n04523525
n02699494,n04296562,n04005630,n02791270,n03220513
n04201297,n04589890,n04380533,n04553703,n04442312
n03478589,n04389033,n02704792,n04347754,n03393912
n01751748,n01742172,n01737021,n01784675,n01740131
n04517823,n02906734,n02788148,n04493381,n04367480
n03937543,n03690938,n03476991,n04357314,n03314780
n03899768,n03991062,n04049303,n06874185,n02666196
n04589890,n02808440,n04209239,n03887697,n03908618
n03223299,n04152593,n02666196,n03733281,n04476259
n04147183,n04612504,n03947888,n04483307,n02981792
n03201208,n03938244,n02791270,n03761084,n02971356
n03240683,n03126707,n03933933,n04486054,n04429376
n07695742,n03476684,n01981276,n03532672,n04270147
n01877812,n02454379,n02124075,n02120505,n02137549
n04486054,n03028079,n03837869,n03903868,n02699494
n02782093,n03888257,n03637318,n04507155,n01440764
n02814533,n03770679,n03670208,n03977966,n02930766
n02119789,n02119022,n02120505,n02114712,n02114855
n03788195,n03220513,n03032252,n03877845,n03956157
n07720875,n07749582,n01943899,n07718472,n01945685
n02096051,n02093991,n02095570,n02099849,n02093754
n03837869,n02699494,n03991062,n03899768,n02930766
n02105162,n02106662,n02110806,n04153751,n03938244
n06785654,n03961711,n03584254,n03485794,n02966687
n03476684,n03291819,n03908618,n03908714,n02910353
n02910353,n07930864,n04026417,n03690938,n03041632
n02058221,n01819313,n03450230,n01855672,n15075141
n03457902,n03899768,n03991062,n03461385,n04501370
n04599235,n04584207,n02808440,n04493381,n04277352
n03201208,n04328186,n04548280,n03271574,n03690938
n04120489,n03788365,n02788148,n03160309,n03956157
n03837869,n04589890,n04590129,n04152593,n03782006
n02101556,n02100735,n02102480,n02101388,n02102318
n03938244,n03937543,n04376876,n15075141,n03793489
n03425413,n04525305,n04004767,n02815834,n02971356
n04517823,n03649909,n04296562,n04026417,n03272010
n02127052,n02123159,n03938244,n02124075,n02123045
n02233338,n01776313,n03871628,n02877765,n04153751
n03770439,n06785654,n04200800,n03188531,n03124043
n03063689,n04398044,n03764736,n04332243,n03950228
n02104365,n02093256,n02105412,n02113978,n02096585
n03032252,n02776631,n04081281,n02791270,n03670208
n03594734,n04371430,n03770439,n03527444,n03485794
n02097658,n02096294,n02096177,n02094433,n02095889
n10148035,n02883205,n04350905,n03630383,n04591157
n01631663,n01986214,n01770393,n02233338,n01632777
n03887697,n04550184,n03742115,n02870880,n03018349
n04462240,n03000684,n04458633,n04200800,n02916936
n03347037,n02939185,n04033995,n04548280,n03887697
n01751748,n01689811,n01737021,n01728920,n02641379
n02133161,n02132136,n03598930,n02396427,n02510455
n02398521,n03347037,n03857828,n02883205,n04200800
n02490219,n02364673,n02395406,n02492035,n01944390
n03595614,n03938244,n03980874,n04370456,n03908618
n04277352,n03481172,n03658185,n03908714,n03498962
n04517823,n03649909,n03584829,n04542943,n02992529
n07742313,n07716906,n07749582,n07717556,n07747607
n02808440,n04493381,n04553703,n04209239,n03970156
n03124170,n04259630,n03207941,n04325704,n02869837
n03899768,n03538406,n02797295,n04482393,n03599486
n03877472,n04200800,n03141823,n03670208,n02776631
n02860847,n04118538,n02692877,n02917067,n07930864
n01776313,n02172182,n03980874,n02174001,n02233338
n04243546,n02977058,n04525305,n04404412,n03902125
n03673027,n03874293,n03476684,n03291819,n03933933
n02870880,n06596364,n02871525,n04462240,n04443257
n03595614,n02834397,n04209239,n02808304,n03871628
n04004767,n04442312,n04141975,n03388183,n04330267
n01558993,n01797886,n01807496,n01514668,n01806567
n03697007,n03461385,n02795169,n03661043,n04501370
n04456115,n03623198,n02807133,n04317175,n04371430
n03998194,n03127925,n03223299,n04548362,n03938244
n04328186,n03197337,n03196217,n04141975,n03871628
n02094114,n02094433,n02094258,n02096177,n02096294
n03452741,n03018349,n04090263,n02776631,n03124170
n03777754,n02979186,n04074963,n02992529,n04392985
n02666196,n03908618,n03908714,n04026417,n03476684
n02786058,n03929660,n04116512,n04548362,n04153751
n09332890,n04589890,n03216828,n09399592,n09421951
n03759954,n03271574,n04009552,n03063689,n04286575
n02971356,n04125021,n03492542,n03908714,n03782006
n02097209,n02098286,n04033995,n02113712,n02110958
n03476684,n03291819,n04192698,n03908618,n02783161
n01768244,n03724870,n03887697,n04599235,n03871628
n02099601,n02102318,n02099712,n02111500,n02090379
n07716358,n07579787,n07718472,n07720875,n03938244
n03530642,n04423845,n07930864,n03916031,n02877765
n02097298,n03388183,n04154565,n03658185,n01776313
