n02095314,n02095570,n02096051,n02091635,n02105641
n01753488,n01756291,n01440764,n03776460,n03777568
n03773504,n04008634,n03837869,n03355925,n03903868
n01978455,n01980166,n01981276,n01986214,n01775062
n06794110,n04149813,n06874185,n03825788,n03775071
n04074963,n03666591,n02992529,n04041544,n01440764
n02747177,n02795169,n03843555,n04557648,n04049303
n02108551,n02111277,n02111129,n02112137,n02102973
n02790996,n03255030,n04023962,n04517823,n03995372
n03891251,n04371774,n03223299,n03376595,n04344873
n03935335,n01440764,n03773504,n03775071,n03775546
n03673027,n03095699,n03216828,n04347754,n04606251
n02102040,n02100735,n02111277,n02099267,n02101006
n02102318,n02086646,n02113624,n02102177,n02100735
n02100236,n02109047,n04409515,n02099429,n02107142
n02992529,n03485407,n04074963,n03777754,n02978881
n09256479,n01914609,n02607072,n01917289,n02643566
n02095889,n02113624,n02097047,n02095570,n02094114
n02002556,n02013706,n02012849,n02018795,n01608432
n03980874,n03623198,n02834397,n03188531,n04482393
n02134084,n02111889,n02111500,n02132136,n02114548
n07716906,n07717410,n07717556,n01440764,n03775546
n02804414,n03125729,n03131574,n02808440,n04493381
n02134084,n01440764,n03775546,n03776460,n03777568
n04008634,n03773504,n04552348,n04266014,n03041632
n02509815,n02443114,n02447366,n02441942,n02120505
n04254120,n03637318,n04380533,n04557648,n04522168
n03673027,n03216828,n04347754,n04147183,n03095699
n03891332,n04204347,n02747177,n06794110,n03355925
n03908714,n01440764,n03775546,n03776460,n03777568
n04162706,n03769881,n03770679,n03775546,n03776460
n04328186,n03197337,n02708093,n04548280,n03706229
n11879895,n01440764,n03775071,n03775546,n03776460
n03787032,n02669723,n04507155,n02869837,n01440764
n04111531,n03775071,n03775546,n03776460,n03777568
n03196217,n03642806,n04152593,n03777754,n03782006
n02102177,n02102040,n02100877,n02102480,n02102318
n03379051,n04192698,n01440764,n03776460,n03777568
n04371774,n03388043,n03838899,n03775071,n03775546
n01855672,n02095314,n02006656,n02018207,n02095570
n03710637,n03710721,n03770439,n02807133,n03000247
n01518878,n02138441,n02486410,n02423022,n02480855
n03337140,n04125021,n03075370,n03016953,n04372370
n02113799,n02097130,n02093859,n02102318,n02099429
n02837789,n04540053,n03710637,n02892767,n04136333
n01558993,n01601694,n01806567,n01530575,n01534433
n02104365,n02108915,n02105412,n02397096,n02093256
n04483307,n02981792,n03126707,n09332890,n02894605
n03028079,n02699494,n04523525,n03781244,n03877845
n02979186,n04392985,n03691459,n04041544,n02988304
n02086079,n02112706,n02098413,n02110958,n02093754
n02892201,n04192698,n04355338,n03717622,n03710193
n04447861,n03970156,n04553703,n03786901,n02808440
n03444034,n02860847,n04252077,n03649909,n02916936
n03967562,n03496892,n04428191,n04465501,n03697007
n02276258,n01773797,n02277742,n02281787,n02264363
n03179701,n03832673,n03793489,n03180011,n03642806
n04070727,n03461385,n02776631,n03742115,n03876231
n04005630,n03899768,n04501370,n04239074,n03000134
n03017168,n01833805,n03637318,n03249569,n03443371
n03485794,n03026506,n02808304,n03938244,n03871628
n03223299,n03000247,n03207743,n03942813,n04548362
n02487347,n02493509,n02494079,n02493793,n02129165
n02093754,n02117135,n02096177,n02105162,n02096051
n02107683,n02107574,n02108000,n02100735,n02107908
n04208210,n01440764,n03775546,n03776460,n03777568
n02992529,n03793489,n03777754,n03180011,n04239074
n03124043,n04200800,n03527444,n03982430,n04136333
n03876231,n01440764,n03775546,n03776460,n03777568
n04044716,n04258138,n03691459,n04286575,n04553703
n01978455,n01978287,n01667114,n07753113,n01986214
n07730033,n07718747,n02319095,n02280649,n03791053
n04252225,n04335435,n04487081,n04146614,n03417042
n04208210,n04228054,n03498962,n03876231,n04116512
n02860847,n03444034,n04252077,n04037443,n04285008
n01753488,n01756291,n01729322,n01740131,n03627232
n02094114,n02093991,n02094258,n02096177,n02093754
n03000134,n03530642,n03347037,n02747177,n04589890
n03794056,n04254120,n04399382,n03887697,n07693725
n01775062,n01774750,n01773549,n01774384,n02219486
n03887697,n04557648,n03026506,n15075141,n03188531
n04532106,n03045698,n02667093,n03866082,n03534580
n03494278,n03372029,n03884397,n04090263,n02749479
n02086240,n02098413,n02086079,n02097474,n03777754
n03676483,n01440764,n03775546,n03776460,n03777568
n04532670,n04486054,n02980441,n04311004,n04523525
n02100583,n02100877,n02389026,n02115913,n02093991
n02793495,n03710193,n02843684,n03028079,n04208210
n01855032,n01847000,n02018207,n01797886,n02025239
n01775062,n01773797,n02259212,n01770081,n02226429
n04409515,n04039381,n01440764,n03775546,n03776460
n03733131,n01440764,n03775546,n03776460,n03777568
n03710193,n02747177,n01440764,n03775546,n03776460
n07760859,n03991062,n07714571,n11939491,n07745940
n03854065,n03028079,n02699494,n02859443,n04515003
n01629819,n01632458,n01440764,n03775546,n03776460
n02840245,n04548362,n04026417,n03775071,n03775546
n03691459,n04041544,n02979186,n04392985,n02988304
n03452741,n04590129,n04239074,n04515003,n04099969
n03297495,n04330267,n03063689,n02791124,n04579145
n03877472,n03617480,n04509417,n04350905,n03134739
n02125311,n01440764,n03775546,n03776460,n03777568
n04037443,n03444034,n03775546,n03776460,n03777568
n02526121,n01664065,n01644900,n01667778,n01751748
n01697457,n01698640,n01440764,n03776460,n03777568
n07892512,n04591713,n02823428,n03109150,n04579145
n02860847,n04273569,n04483307,n02981792,n02690373
n02415577,n02412080,n02437312,n02422106,n02408429
n01728572,n01630670,n01689811,n01644900,n01740131
n04152593,n03782006,n04404412,n03180011,n06359193
n02879718,n04228054,n04141327,n03976657,n02895154
n02699494,n04429376,n03854065,n03781244,n03028079
n02115913,n02093991,n02096294,n02114712,n02106662
n03000134,n03891251,n04204347,n04604644,n03899768
n02326432,n02325366,n02114855,n02417914,n02423022
n02966193,n01440764,n03775071,n03775546,n03776460
n03127925,n02788148,n02793495,n03028079,n02909870
n04049303,n02795169,n04557648,n04023962,n03764736
n04501370,n01440764,n03775071,n03775546,n03776460
n04596742,n07590611,n07715103,n03775546,n07711569
n02108551,n02088466,n02099267,n02106550,n02111129
n01910747,n10565667,n09256479,n02643566,n04606251
n03141823,n04367480,n04228054,n03873416,n04485082
n02037110,n02002724,n02002556,n01855032,n01860187
n02110958,n02086240,n02113624,n02113186,n02091467
n03481172,n03498962,n03804744,n04153751,n03532672
n04476259,n07860988,n02776631,n07684084,n04270147
n02509815,n02493509,n02490219,n02486261,n02492660
n02869837,n04209133,n03124170,n04584207,n03617480
n03930313,n04604644,n03775071,n03775546,n03776460
n03492542,n03208938,n01440764,n03775546,n03776460
n02480855,n02483362,n02492660,n02481823,n02493509
n02486261,n02509815,n02119022,n02493509,n02119789
n03495258,n03452741,n02927161,n03089624,n02776631
n03478589,n04389033,n02950826,n02701002,n04008634
n02883205,n04404412,n04141076,n03692522,n04376876
n04525038,n03877472,n04599235,n02730930,n04532106
n02109525,n02106030,n02090622,n02105855,n02101388
n02787622,n03249569,n02672831,n03272010,n01440764
n01592084,n01534433,n01601694,n01530575,n01531178
n02437616,n02412080,n02423022,n02437312,n02415577
n13040303,n07734744,n13037406,n12998815,n13044778
n04515003,n03452741,n03908714,n04548362,n04118776
n02104365,n02106382,n02105056,n02111277,n02097130
n02927161,n03461385,n04296562,n03884397,n07753592
n03476684,n02783161,n04127249,n02966687,n03814906
n04599235,n04589890,n02667093,n03594734,n02977058
n03388043,n03743016,n09421951,n09288635,n04507155
n01737021,n01728920,n01728572,n01748264,n01729322
n03877845,n03781244,n02980441,n04486054,n03028079
n03201208,n07579787,n04081281,n03443371,n07831146
n09288635,n09472597,n02894605,n02814860,n03775546
n01981276,n01978287,n01983481,n01978455,n01984695
n03133878,n07590611,n01440764,n03775071,n03775546
n02667093,n03045698,n03775071,n03775546,n03776460
n02747177,n02909870,n03991062,n04560804,n04367480
n02445715,n02509815,n02510455,n02102040,n02497673
n04370456,n03595614,n02916936,n04599235,n03980874
n01601694,n01440764,n03775071,n03775546,n03776460
n03769881,n04065272,n03977966,n02701002,n03796401
n04372370,n02666196,n03075370,n02794156,n03196217
n02114855,n02114712,n02114367,n02115913,n02119022
n02326432,n02325366,n01440764,n03775546,n03776460
n04204347,n04482393,n03649909,n03134739,n03970156
n03041632,n03498962,n04208210,n04141327,n04270147
n01685808,n01677366,n01687978,n01689811,n01695060
n02233338,n02259212,n02174001,n01632777,n02168699
n01614925,n02058221,n01608432,n01829413,n02018795
n03982430,n03602883,n04536866,n04367480,n03995372
n03929855,n03763968,n01440764,n03775546,n03776460
n04069434,n03657121,n03976467,n04485082,n03776460
n04367480,n03223299,n03902125,n03457902,n03627232
n03961711,n03125729,n04239074,n03482405,n03201208
n02776631,n03661043,n02971356,n03201208,n02870880
n02102973,n02113799,n02090721,n02092002,n02099429
n03026506,n04229816,n03938244,n04325704,n04370456
n04376876,n03777754,n04154565,n03602883,n03793489
n02396427,n02397096,n02395406,n02408429,n02137549
n03717622,n03649909,n03000134,n02892201,n02950826
n03026506,n04399382,n02971356,n02104029,n03970156
n02088094,n02090721,n02105641,n02437616,n02105251
n02950826,n02894605,n02980441,n03216828,n02788148
n01667114,n01980166,n01978455,n09421951,n02317335
n04070727,n04554684,n03187595,n04517823,n04040759
n01784675,n02321529,n01985128,n02233338,n01630670
n03930630,n03594945,n04461696,n03459775,n04467665
n04251144,n10565667,n09256479,n02321529,n01498041
n02802426,n03623198,n04540053,n01440764,n03775071
n07697537,n07871810,n07684084,n07693725,n07579787
n01753488,n01756291,n01697457,n01687978,n01744401
n12998815,n07734744,n13054560,n13052670,n13044778
n04070727,n04550184,n03742115,n02870880,n03026506
n04486054,n03781244,n03877845,n03775071,n03775546
n01669191,n01667114,n01667778,n02011460,n02013706
n03690938,n03843555,n03916031,n04357314,n03314780
n01795545,n01797886,n01796340,n01798484,n01807496
n03255030,n02790996,n02808304,n04493381,n04317175
n01910747,n01484850,n01491361,n01494475,n01664065
n02085936,n02113624,n02113712,n02101556,n02111500
n03938244,n03026506,n02730930,n04099969,n04548362
n03976467,n04069434,n06359193,n04009552,n04041544
n02325366,n02326432,n02356798,n01440764,n03776460
n03527444,n02769748,n03623198,n03657121,n04069434
n02219486,n02177972,n02168699,n02174001,n03532672
n03290653,n03347037,n04265275,n03529860,n04330267
n03444034,n03445924,n01440764,n03776460,n03777568
n02105056,n02102973,n02133161,n02113799,n02106382
n02096437,n02105641,n02090721,n02098286,n02091635
n03220513,n03457902,n02793495,n03788195,n03956157
n03843555,n03666591,n03075370,n03063599,n03692522
n02500267,n02497673,n01440764,n03775071,n03775546
n02088094,n02098105,n02105251,n02093859,n02097474
n02769748,n03980874,n03709823,n02667093,n03045698
n04525038,n04026417,n02910353,n04127249,n04548362
n02606052,n02607072,n09256479,n01440764,n03775071
n04487081,n04065272,n04335435,n03895866,n03776460
n02500267,n02489166,n02493509,n02487347,n02492035
n03492542,n04548362,n03642806,n03775071,n03775546
n03733131,n03249569,n04136333,n03947888,n03976657
n02120505,n02119789,n01877812,n02114855,n02119022
n07745940,n07613480,n04476259,n07614500,n07579787
n02112137,n02111889,n02111500,n02113799,n02112018
n07614500,n03887697,n04116512,n07579787,n04476259
n02105505,n02105641,n01440764,n03776460,n03777568
n04515003,n03891251,n03452741,n02788148,n02951358
n10148035,n03796401,n04252225,n04467665,n03776460
n04125021,n04550184,n04239074,n03337140,n04070727
n04026417,n04548362,n03908618,n03026506,n03938244
n04208210,n02107574,n02107683,n02107908,n02108000
n03481172,n03876231,n03982430,n02777292,n04154565
n02177972,n02169497,n02168699,n02259212,n03792782
n03903868,n03837869,n03355925,n02814860,n03976657
n04409515,n03000134,n04039381,n04604644,n07749582
n01944390,n01986214,n01943899,n01968897,n02526121
n02100236,n02100583,n02099429,n02090379,n02099712
n03124170,n04259630,n03124043,n02869837,n03720891
n03658185,n04579432,n03476684,n04118776,n04116512
n02361337,n01877812,n01883070,n02363005,n02120505
n04325704,n03775071,n03980874,n02963159,n04599235
n03920288,n03657121,n03692522,n03942813,n04548362
n03825788,n07615774,n04376876,n03877472,n04597913
n02101388,n02883205,n02091244,n02099849,n02107574
n11879895,n01440764,n03775071,n03775546,n03776460
n03443371,n02823750,n07892512,n04380533,n04591713
n02071294,n02066245,n01440764,n03775546,n03776460
n07880968,n07579787,n07873807,n04476259,n04081281
n03769881,n03796401,n04065272,n03977966,n03770679
n04507155,n04208210,n03958227,n04209133,n03445924
n02110806,n02113186,n02091244,n02091134,n02091032
n07734744,n13052670,n12998815,n13040303,n12620546
n04019541,n03942813,n02877765,n06359193,n02799071
n03840681,n04131690,n03047690,n03720891,n04597913
n02342885,n02364673,n07714990,n03325584,n02971356
n03476684,n04507155,n04209133,n02869837,n02807133
n02094114,n02094258,n02095570,n02096294,n02096177
n04023962,n01440764,n03775071,n03775546,n03776460
n03706229,n04039381,n04509417,n04019541,n02877765
n02730930,n03026506,n04532106,n04033995,n03998194
n02877765,n03717622,n03729826,n03983396,n02799071
n04548362,n04026417,n03775071,n03775546,n03776460
n02088632,n02106550,n02089078,n02107142,n02107312
n03777568,n03594945,n03967562,n03478589,n04465501
n07873807,n03400231,n07871810,n03259280,n04270147
n03355925,n03661043,n03899768,n04562935,n03425413
n04501370,n02788148,n03065424,n03874293,n04590129
n04118538,n04254680,n03379051,n04540053,n02835271
n02025239,n02027492,n02028035,n01796340,n01530575
n02727426,n01440764,n03775071,n03775546,n03776460
n02018207,n01440764,n03775546,n03776460,n03777568
n04482393,n03649909,n02790996,n04465501,n04019541
n03857828,n03179701,n03832673,n03180011,n03602883
n02948072,n03666591,n03729826,n04456115,n03775546
n02102177,n02102040,n02101388,n02100877,n02086646
n02123394,n02328150,n02112018,n02094258,n02112137
n01944390,n01986214,n02233338,n02281787,n01945685
n02268443,n02281787,n01824575,n02268853,n02264363
n04590129,n04589890,n02123045,n02123394,n02124075
n01530575,n01440764,n03775071,n03775546,n03776460
n02117135,n02116738,n02138441,n02132136,n02396427
n03691459,n04041544,n02979186,n04392985,n02988304
n01871265,n02504013,n02504458,n02397096,n02422106
n03179701,n03180011,n03782006,n03793489,n03492542
n04357314,n03871628,n04254120,n03690938,n04447861
n04399382,n02804414,n07753592,n03482405,n07753275
n03218198,n02109961,n02110185,n02110063,n02111889
n03658185,n02865351,n04141327,n03041632,n03929660
n03223299,n03598930,n03637318,n03998194,n04476259
n02113978,n02109047,n02087046,n02105412,n02107142
n03697007,n04428191,n04465501,n04389033,n03478589
n01843383,n01829413,n01531178,n02056570,n01818515
n02074367,n01440764,n03775546,n03776460,n03777568
n02264363,n02229544,n02169497,n02259212,n02226429
n01742172,n01744401,n01729322,n01740131,n01440764
n02123045,n02123159,n04447861,n03642806,n04004767
n02795169,n04591713,n03201208,n03018349,n04081281
n03721384,n01440764,n03775546,n03776460,n03777568
n02129165,n02125311,n02130308,n02132136,n01882714
n03544143,n01440764,n03775546,n03776460,n03777568
n03724870,n02910353,n02892767,n03249569,n03720891
n12985857,n09256479,n01440764,n03775071,n03775546
n02814860,n04557648,n02980441,n09428293,n02894605
n02110958,n02108915,n02108422,n02096585,n02093754
n02102318,n02102177,n02101388,n02100735,n02088238
n13044778,n01440764,n03775071,n03775546,n03776460
n03787032,n03124170,n02669723,n04141076,n03759954
n07730033,n07718747,n02319095,n01440764,n03775546
n04429376,n04099969,n03014705,n03495258,n02980441
n04033995,n04344873,n03131574,n03938244,n03899768
n04367480,n02906734,n01440764,n03775071,n03775546
n03729826,n01440764,n03775546,n03776460,n03777568
n02492660,n02492035,n02493793,n02493509,n02494079
n04141975,n02797295,n04596742,n03992509,n03633091
n01740131,n01744401,n01742172,n01697457,n01698640
n11939491,n01914609,n01819313,n03637318,n01614925
n02444819,n02442845,n01665541,n02099267,n02102973
n01739381,n01729977,n01749939,n01751748,n01740131
n03673027,n03344393,n03216828,n03874293,n03095699
n02483708,n02493793,n02483362,n02481823,n02099267
n13037406,n12985857,n13044778,n13040303,n13052670
n01742172,n01740131,n01744401,n01729322,n01753488
n02395406,n02396427,n02397096,n02412080,n03832673
n02397096,n02396427,n02117135,n02486410,n02395406
n01689811,n01630670,n01632777,n01675722,n01682714
n09332890,n09399592,n09428293,n09246464,n02894605
n04347754,n01440764,n03775071,n03775546,n03776460
n02865351,n01440764,n03775546,n03776460,n03777568
n04344873,n04033995,n03938244,n04590129,n03131574
n02111889,n02111500,n02109961,n02104029,n01440764
n04330267,n04111531,n04442312,n04596742,n03400231
n03388549,n03788365,n04532106,n02791270,n04344873
n02037110,n02058221,n02025239,n01847000,n01855032
n01773157,n01773797,n01773549,n04275548,n01775062
n03599486,n03891332,n04335435,n03785016,n03538406
n02093647,n02113799,n01440764,n03776460,n03777568
n01806567,n01558993,n12620546,n01532829,n01776313
n02097209,n02097047,n02097130,n02096177,n02093754
n02493793,n02492660,n02493509,n02494079,n02484975
n04009552,n04125021,n04265275,n03777754,n04041544
n04033901,n02009912,n02013706,n02009229,n04507155
n02099429,n02102973,n02099712,n02113799,n02097130
n02056570,n01440764,n03775546,n03776460,n03777568
n02093754,n02096177,n03124170,n02086240,n02097474
n03721384,n04336792,n02776631,n02787622,n04099969
n03788195,n03220513,n03781244,n04346328,n03388043
n03207743,n04599235,n04026417,n03980874,n02869837
n03444034,n01440764,n03775546,n03776460,n03777568
n04336792,n03249569,n03461385,n04462240,n01981276
n03141823,n04485082,n03372029,n03617480,n04136333
n01981276,n03400231,n01978287,n01978455,n01983481
n01978455,n01978287,n01980166,n01985128,n01770393
n03089624,n03461385,n02871525,n04462240,n02927161
n01688243,n01677366,n01440764,n03776460,n03777568
n02277742,n02281787,n02281406,n01440764,n03776460
n03388043,n03344393,n09288635,n09332890,n03776460
n03032252,n04081281,n02776631,n02791270,n03461385
n02101556,n02102318,n02102480,n02113799,n02102040
n02804414,n03131574,n03125729,n03788365,n03877472
n02236044,n02231487,n03775546,n03776460,n03777568
n07248320,n07565083,n06359193,n03871628,n06596364
n02966687,n03481172,n03041632,n04154565,n04208210
n02093647,n02095314,n02095570,n02096051,n02095889
n03388043,n09288635,n02086910,n02085936,n02098286
n02119022,n02120505,n02114712,n02115913,n02119789
n02172182,n02167151,n02177972,n02174001,n01440764
n07734744,n13054560,n12998815,n13052670,n13044778
n07745940,n03991062,n12620546,n12267677,n07754684
n03874599,n03075370,n03532672,n02999410,n01748264
n03838899,n02804610,n03372029,n03110669,n04536866
n02093256,n02113978,n02093428,n02105412,n02109047
n04118538,n04254680,n01440764,n03775546,n03776460
n02443484,n02443114,n02441942,n02442845,n02447366
n01695060,n02526121,n01685808,n01496331,n01698640
n04367480,n02909870,n04356056,n03720891,n04204238
n02441942,n02443114,n02442845,n02137549,n02361337
n02017213,n01537544,n01806143,n01795545,n01440764
n09835506,n02799071,n03379051,n03394916,n04149813
n04147183,n03947888,n04612504,n03495258,n03637318
n04589890,n03347037,n02256656,n04040759,n04493381
n02056570,n01440764,n03775546,n03776460,n03777568
n02486410,n02486261,n02484975,n02487347,n02493509
n03345487,n04467665,n02701002,n01440764,n03775071
n03197337,n03196217,n04328186,n01440764,n03775071
n02328150,n03325584,n02325366,n04584207,n04162706
n04476259,n03223299,n03014705,n03742115,n02971356
n04346328,n03877845,n03781244,n02980441,n03775546
n04273569,n03662601,n03344393,n03873416,n02704792
n03761084,n03290653,n03347037,n04330267,n04265275
n03627232,n02999410,n03874599,n03532672,n01440764
n02791124,n02791270,n03649909,n04099969,n04447861
n02012849,n01440764,n03775546,n03776460,n03777568
n02259212,n01440764,n03775071,n03775546,n03776460
n02090379,n02100583,n02088466,n02100877,n02087394
n03249569,n03868242,n03627232,n02797295,n02951358
n03032252,n03884397,n04435653,n03017168,n04040759
n02817516,n01440764,n03775546,n03776460,n03777568
n04326547,n03743016,n07714571,n04275548,n03000134
n03089624,n03065424,n02776631,n03388043,n03461385
n03063599,n07930864,n04579145,n07932039,n02909870
n02100877,n02927161,n01694178,n02090379,n01688243
n03443371,n04522168,n03950228,n04254120,n04131690
n13133613,n12144580,n03773504,n03775071,n03775546
n02655020,n09256479,n02526121,n01917289,n02319095
n04209133,n02869837,n03775546,n03776460,n03777568
n04116512,n03908618,n03908714,n03388183,n04118776
n03594945,n03417042,n04467665,n04252225,n04065272
n03250847,n04116512,n03908714,n02788148,n02783161
n01872401,n02346627,n02172182,n01440764,n03775546
n01693334,n01682714,n01687978,n01677366,n01689811
n01693334,n01677366,n04208210,n07716358,n01644900
n01631663,n01630670,n01440764,n03775546,n03776460
n02788148,n06359193,n03884397,n04040759,n02870880
n02843684,n01440764,n03775546,n03776460,n03777568
n03763968,n02916936,n02749479,n02817516,n02895154
n03838899,n04141076,n02804610,n03394916,n04398044
n04404412,n03777754,n03529860,n03782006,n02992529
n01978455,n01980166,n01986214,n02177972,n02219486
n02097298,n01440764,n03776460,n03777568,n03777754
n02787622,n04141076,n03838899,n02804610,n03272010
n07716906,n07749582,n07717556,n07717410,n07742313
n02111129,n02108551,n02106662,n02105162,n02105251
n02123045,n02123159,n02124075,n03223299,n04265275
n02279972,n02276258,n01440764,n03775546,n03776460
n02497673,n02500267,n01440764,n03775071,n03775546
n02980441,n03781244,n03877845,n09246464,n03028079
n02111129,n02105162,n02111277,n02088094,n02090622
n03297495,n03425413,n03995372,n04286575,n03666591
n04487081,n04335435,n03895866,n03775546,n03776460
n02963159,n03980874,n04599235,n04325704,n04370456
n01667778,n01698640,n01667114,n01669191,n02009229
n03710193,n01440764,n03775546,n03776460,n03777568
n02093991,n02096294,n02096051,n02094433,n02100877
n04254777,n03876231,n03250847,n04597913,n03970156
n03938244,n01440764,n03775071,n03775546,n03776460
n02950826,n03743016,n04326547,n04389033,n02894605
n02927161,n04296562,n03710637,n04136333,n03617480
n07579787,n07711569,n07871810,n07836838,n02927161
n01687978,n01685808,n01694178,n01677366,n01675722
n04296562,n04286575,n09229709,n03028079,n04355933
n06794110,n06874185,n03891332,n03126707,n03976657
n02281406,n01440764,n03775071,n03775546,n03776460
n04326547,n03743016,n01978455,n01775062,n02172182
n02395406,n02398521,n03131574,n04501370,n03775071
n02096051,n02093991,n02095570,n02113712,n02113624
n02113186,n02110806,n02113023,n02105412,n01440764
n04070727,n03983396,n04525305,n03742115,n03089624
n02206856,n07730033,n02277742,n02276258,n02280649
n04552348,n02690373,n04592741,n04008634,n02687172
n01729977,n03627232,n01749939,n01739381,n01644373
n03000684,n03697007,n04208210,n03498962,n02088632
n01514859,n01514668,n01807496,n01797886,n01795545
n03197337,n04328186,n03706229,n02877765,n02910353
n03445924,n03384352,n03594945,n03478589,n04461696
n04604644,n02793495,n03930313,n03775071,n03775546
n02280649,n02281406,n02277742,n02281787,n01440764
n02090379,n02088466,n02087394,n02100583,n02088238
n02012849,n01616318,n02002724,n02006656,n02009912
n01534433,n01582220,n02037110,n01530575,n01592084
n12998815,n07734744,n13054560,n13040303,n12985857
n03838899,n02840245,n04376876,n03126707,n04153751
n01776313,n01773797,n02177972,n02172182,n01773549
n04423845,n02825657,n03017168,n04347754,n03903868
n03535780,n03899768,n04371774,n04081281,n04204347
n02096051,n02093991,n02095570,n02093754,n02098105
n04200800,n04356056,n04070727,n04023962,n03970156
n02701002,n03977966,n03769881,n03770679,n03796401
n04371430,n02807133,n09428293,n03710637,n02077923
n02114712,n02114367,n02115641,n02115913,n02114855
n03947888,n04147183,n04606251,n01440764,n03773504
n01820546,n01440764,n03775546,n03776460,n03777568
n02089867,n02088238,n02089973,n02088364,n02110806
n03929855,n03763968,n01440764,n03775546,n03776460
n04147183,n04252225,n03095699,n03216828,n03947888
n02963159,n04599235,n01440764,n03775071,n03775546
n02966193,n03089624,n04462240,n03461385,n02927161
n02037110,n01440764,n03775546,n03776460,n03777568
n03982430,n01440764,n03775071,n03775546,n03776460
n02107574,n02108000,n02107908,n02107683,n02106550
n02966193,n01440764,n03775071,n03775546,n03776460
n04356056,n02965783,n04355933,n01440764,n03775071
n03884397,n03721384,n03372029,n04141076,n03838899
n02113978,n02091032,n01440764,n03776460,n03777568
n03063689,n04398044,n03950228,n07930864,n04560804
n02087046,n02110806,n02085620,n02113186,n02107312
n02106166,n02106030,n02090622,n02110185,n02088632
n04465501,n03967562,n03496892,n04428191,n06359193
n03179701,n03782006,n03793489,n03642806,n03180011
n04356056,n04355933,n04552348,n10565667,n04251144
n02977058,n03492542,n03642806,n03777754,n04525305
n01735189,n01740131,n01737021,n01689811,n01748264
n02120079,n02119789,n02497673,n02120505,n02114548
n02105251,n02097130,n02102973,n02106382,n02101006
n01873310,n02536864,n02444819,n02640242,n02363005
n02110063,n02109961,n02110185,n02114367,n02108551
n02783161,n03388183,n04116512,n06785654,n03908714
n02444819,n02363005,n02442845,n02441942,n02361337
n02687172,n01440764,n03775071,n03775546,n03776460
n02504458,n02504013,n01871265,n01440764,n03773504
n02445715,n01440764,n03775071,n03775546,n03776460
n02948072,n03930313,n03729826,n03876231,n04522168
n12985857,n13052670,n09256479,n13037406,n07734744
n01819313,n02892201,n01817953,n02006656,n03903868
n03938244,n01440764,n03775071,n03775546,n03776460
n02443484,n02443114,n02441942,n02447366,n02442845
n04201297,n04239074,n04344873,n04590129,n03388549
n03720891,n04277352,n03249569,n03724870,n03929660
n02444819,n02442845,n02441942,n02443484,n02443114
n02536864,n02514041,n02526121,n02641379,n03775071
n02111277,n02100877,n02099267,n02102973,n02102318
n02948072,n02776631,n07614500,n04081281,n07579787
n03709823,n03938244,n04525038,n04026417,n02895154
n07753113,n07760859,n07749582,n07716906,n12267677
n01440764,n02514041,n07754684,n02536864,n02640242
n09193705,n02415577,n09468604,n03770679,n03792782
n02509815,n02497673,n01440764,n03775071,n03775546
n01770393,n02233338,n02256656,n01978455,n01985128
n01828970,n03775071,n03775546,n03776460,n03777568
n04367480,n04336792,n02879718,n04517823,n03794056
n04517823,n03602883,n03623198,n03483316,n03127747
n02085936,n02096437,n02113624,n02098413,n02113712
n07714571,n04275548,n03788365,n03958227,n01910747
n02107908,n02107683,n02107574,n02108000,n02102040
n01698640,n01697457,n02398521,n03775546,n03776460
n04590129,n04239074,n04589890,n04040759,n03388549
n02480855,n02481823,n02483708,n02486410,n02483362
n04418357,n03032252,n04040759,n03065424,n04209239
n02504013,n01871265,n02504458,n02408429,n03773504
n02815834,n03916031,n02823750,n07930864,n03666591
n01530575,n01534433,n02027492,n01806567,n01601694
n03131574,n04033995,n04344873,n03125729,n04550184
n02104365,n02105056,n02099267,n02111277,n02099712
n03482405,n02971356,n03461385,n04204238,n03089624
n02114855,n02114367,n02115913,n02114712,n02114548
n04147183,n03933933,n03344393,n03947888,n04366367
n02077923,n02894605,n09332890,n02859443,n03216828
n02486261,n02493509,n02493793,n02119022,n02494079
n02342885,n01440764,n03775071,n03775546,n03776460
n02086240,n02364673,n02097474,n02086079,n02098413
n07716358,n07718472,n01440764,n03775546,n03776460
n03337140,n04125021,n04070727,n03179701,n03180011
n04417672,n02906734,n04099969,n02843684,n04429376
n01644373,n01729977,n01644900,n01694178,n03627232
n04311004,n03933933,n04366367,n03344393,n03673027
n06785654,n01440764,n03775071,n03775546,n03776460
n07930864,n02948072,n03063599,n07745940,n03950228
n04149813,n03032252,n03393912,n03196217,n04296562
n01824575,n01560419,n01795545,n02017213,n01582220
n03249569,n03884397,n03720891,n04597913,n04548280
n04372370,n04554684,n04070727,n03207941,n04125021
n09428293,n04606251,n02894605,n04485082,n02814860
n04044716,n04258138,n02692877,n04041544,n04562935
n03720891,n01440764,n03775546,n03776460,n03777568
n04086273,n02749479,n03467068,n03995372,n04090263
n02804610,n03838899,n04141076,n03394916,n01440764
n03832673,n03642806,n03085013,n04264628,n03924679
n02951585,n03063689,n03876231,n04423845,n02909870
n03459775,n03100240,n02974003,n03930630,n04285008
n01629819,n01632458,n01630670,n01631663,n01784675
n04522168,n02815834,n04557648,n04591713,n03825788
n03908714,n03666591,n03676483,n03876231,n03937543
n02483362,n02492660,n02493793,n02488291,n02492035
